year,month,day,airline,flight_number,origin_airport,destination_airport,departure_delay,arrival_delay,flight_duration
2022,7,10,AirlineD,8749,DFW,MSP,-5,302,572
2022,11,15,AirlineE,8573,IAH,SEA,524,217,48
2023,8,5,AirlineB,2796,LAX,MIA,526,30,632
2021,7,3,AirlineD,3504,ORD,MIA,71,398,375
2022,6,24,AirlineD,2163,IAH,BOS,308,481,580
2022,6,11,AirlineC,2743,PHX,DEN,146,230,526
2022,5,1,AirlineA,4582,IAH,CLT,315,503,469
2023,3,10,AirlineA,5304,LAX,MSP,361,331,306
2022,2,5,AirlineB,9751,DFW,BOS,40,494,647
2023,8,10,AirlineA,6635,ATL,SEA,511,386,592
2022,1,17,AirlineB,6155,SLC,MIA,35,433,65
2021,7,7,AirlineA,4295,DFW,BOS,127,187,569
2023,7,2,AirlineB,1488,PHX,MIA,523,596,592
2021,1,20,AirlineC,8749,LAX,SEA,245,562,57
2023,7,21,AirlineA,9645,SLC,CLT,559,468,183
2022,6,5,AirlineE,8573,LAX,SEA,341,368,669
2022,9,1,AirlineC,6155,JFK,CLT,179,332,431
2023,8,10,AirlineE,5012,PHX,CLT,198,556,302
2023,1,11,AirlineE,6107,JFK,SFO,412,-29,217
2023,10,9,AirlineC,5333,JFK,SEA,62,332,588
2023,3,11,AirlineE,4598,JFK,CLT,165,289,202
2021,4,4,AirlineE,4981,SLC,CLT,452,262,590
2022,8,12,AirlineE,7543,LAX,BOS,38,495,480
2023,5,22,AirlineE,5562,ORD,SEA,-27,482,579
2023,3,27,AirlineE,6155,IAH,BOS,78,554,475
2021,4,21,AirlineB,2291,IAH,MIA,339,531,430
2023,10,25,AirlineC,7201,SLC,MSP,462,269,573
2021,2,28,AirlineD,4733,JFK,MSP,382,156,649
2021,11,21,AirlineA,4593,LAX,DEN,449,523,557
2021,5,25,AirlineB,9348,PHX,LAS,546,289,469
2023,9,19,AirlineA,7252,ORD,SEA,106,441,192
2021,11,16,AirlineA,6573,JFK,SFO,145,203,527
2023,10,2,AirlineA,2160,IAH,LAS,249,525,687
2023,8,2,AirlineE,4598,SLC,CLT,564,300,310
2021,11,26,AirlineD,7252,SLC,LAS,291,177,652
2023,2,27,AirlineE,1319,JFK,CLT,185,443,571
2021,6,19,AirlineA,4483,SLC,MIA,541,564,354
2022,9,20,AirlineD,7201,IAH,SEA,487,239,608
2023,8,14,AirlineB,9689,JFK,SFO,-13,460,453
2021,3,8,AirlineE,3504,LAX,SFO,87,587,73
2023,6,24,AirlineA,6947,LAX,SFO,550,522,580
2023,7,28,AirlineA,3504,ORD,MIA,470,-23,456
2022,12,25,AirlineE,7912,LAX,MIA,435,570,180
2021,8,25,AirlineB,3060,ORD,MSP,536,591,281
2021,5,23,AirlineE,2049,IAH,BOS,592,435,92
2021,12,11,AirlineA,7252,SLC,LAS,441,493,673
2022,9,26,AirlineB,1750,PHX,LAS,426,-17,543
2022,4,24,AirlineA,8062,ORD,SEA,72,300,382
2022,11,2,AirlineC,2876,JFK,LAS,100,65,582
2022,10,20,AirlineB,3646,DFW,BOS,239,15,363
2022,9,18,AirlineB,6574,LAX,BOS,35,285,539
2021,11,23,AirlineA,7669,ORD,SEA,300,20,248
2022,9,15,AirlineA,9179,IAH,DEN,8,566,699
2022,8,20,AirlineD,9005,JFK,SFO,207,279,687
2022,6,14,AirlineE,4752,DFW,MSP,454,558,345
2021,4,27,AirlineD,8953,IAH,BOS,-8,37,487
2021,3,20,AirlineC,5315,ATL,CLT,488,183,166
2022,10,16,AirlineC,6573,ORD,SFO,419,209,151
2023,7,18,AirlineB,2160,JFK,SFO,548,60,384
2023,6,23,AirlineC,9479,ORD,SEA,202,149,352
2021,7,28,AirlineC,4257,PHX,BOS,520,223,642
2022,7,1,AirlineD,2654,DFW,BOS,363,452,305
2022,3,24,AirlineA,3287,PHX,BOS,54,468,319
2023,10,4,AirlineD,1434,SLC,MIA,314,-17,210
2021,2,17,AirlineA,3621,LAX,BOS,71,203,352
2022,11,16,AirlineD,2104,JFK,BOS,545,178,543
2022,5,1,AirlineB,3103,ORD,MSP,265,217,251
2021,3,14,AirlineC,8749,JFK,MSP,161,89,616
2021,7,13,AirlineD,5808,LAX,MSP,395,393,490
2021,1,5,AirlineC,8749,IAH,SEA,254,148,77
2021,3,5,AirlineB,8573,JFK,DEN,183,418,478
2023,4,14,AirlineD,5304,JFK,DEN,455,433,674
2021,6,5,AirlineC,5422,IAH,DEN,250,270,72
2023,3,7,AirlineB,7939,PHX,DEN,438,281,449
2022,7,10,AirlineB,3266,JFK,DEN,532,362,297
2022,3,13,AirlineB,4257,PHX,MSP,597,312,409
2023,3,21,AirlineB,3927,SLC,MSP,239,64,350
2023,1,1,AirlineB,6947,PHX,MIA,153,312,396
2021,12,24,AirlineB,7216,DFW,BOS,532,378,537
2021,3,18,AirlineE,3664,JFK,BOS,450,216,284
2021,5,12,AirlineC,3266,LAX,LAS,463,269,639
2021,3,12,AirlineA,4527,DFW,CLT,508,499,522
2023,6,7,AirlineA,2584,JFK,BOS,-16,567,374
2022,4,15,AirlineD,2982,IAH,MSP,67,496,243
2021,12,17,AirlineC,9317,JFK,MIA,72,518,536
2021,2,10,AirlineB,9727,LAX,LAS,64,36,301
2021,7,16,AirlineE,2040,ORD,DEN,-15,467,606
2021,9,15,AirlineA,1488,IAH,LAS,403,278,176
2022,8,27,AirlineA,7916,JFK,SFO,408,562,717
2021,4,26,AirlineA,4593,DFW,SFO,170,-18,458
2021,1,6,AirlineB,4582,ORD,MSP,313,313,64
2023,6,27,AirlineB,2291,DFW,DEN,68,266,202
2021,7,14,AirlineD,7912,LAX,LAS,47,232,372
2023,10,19,AirlineB,4657,LAX,MSP,404,225,255
2023,9,5,AirlineB,2584,ORD,BOS,8,2,372
2021,10,5,AirlineB,6539,ORD,MIA,351,356,188
2023,1,4,AirlineE,4119,JFK,DEN,86,182,307
2023,5,7,AirlineB,8962,LAX,SEA,203,148,417
2021,9,13,AirlineA,7227,ORD,SEA,582,230,388
2022,11,10,AirlineC,2519,ATL,BOS,160,482,454
2022,5,20,AirlineD,9669,JFK,SFO,240,567,569
2022,7,7,AirlineC,5803,JFK,LAS,223,417,509
2023,11,16,AirlineB,5422,PHX,SFO,453,207,409
2022,2,11,AirlineB,9085,IAH,LAS,310,546,112
2022,8,25,AirlineD,9785,PHX,SEA,493,32,679
2022,7,10,AirlineA,8573,SLC,LAS,194,225,459
2023,12,12,AirlineB,1916,SLC,BOS,373,414,370
2023,4,11,AirlineB,1949,IAH,SFO,560,534,392
2023,4,5,AirlineC,2307,IAH,CLT,576,124,349
2021,6,16,AirlineA,9785,SLC,MSP,171,530,274
2022,5,7,AirlineC,2040,PHX,MSP,222,561,71
2022,2,13,AirlineE,5333,DFW,CLT,574,212,675
2023,9,26,AirlineA,7304,LAX,LAS,199,482,130
2021,7,26,AirlineE,5061,ATL,CLT,60,-1,295
2021,8,26,AirlineB,1053,ORD,MSP,30,452,215
2021,2,9,AirlineE,4470,IAH,CLT,537,-11,614
2021,7,24,AirlineC,2403,ATL,DEN,104,95,337
2022,4,19,AirlineC,6804,SLC,MSP,158,301,702
2022,3,24,AirlineE,7118,ORD,MSP,273,322,460
2021,4,20,AirlineA,5808,ORD,BOS,-19,190,449
2023,5,17,AirlineA,6539,LAX,SFO,393,362,344
2023,8,3,AirlineE,7916,SLC,MIA,391,533,274
2021,6,8,AirlineE,3547,JFK,DEN,368,80,218
2022,10,1,AirlineA,3504,ATL,BOS,569,4,128
2021,4,8,AirlineC,7216,ATL,CLT,399,463,717
2021,11,9,AirlineE,7924,DFW,MIA,546,528,316
2021,12,2,AirlineA,1188,SLC,SEA,8,45,302
2023,2,4,AirlineD,5506,DFW,DEN,-5,18,364
2023,3,2,AirlineB,1009,IAH,MSP,91,383,602
2021,12,3,AirlineE,5342,JFK,SEA,268,117,169
2021,5,17,AirlineC,7572,DFW,SFO,31,184,371
2021,2,14,AirlineA,2104,SLC,DEN,467,575,147
2021,9,13,AirlineA,4611,PHX,CLT,71,58,552
2021,4,5,AirlineA,9727,DFW,MIA,108,280,520
2023,1,6,AirlineE,4923,LAX,BOS,64,92,180
2023,8,28,AirlineC,6155,ORD,CLT,46,592,263
2022,8,28,AirlineE,6930,SLC,MSP,271,408,237
2023,2,8,AirlineE,4611,JFK,CLT,278,599,158
2023,7,4,AirlineE,1916,ORD,SEA,125,91,401
2022,1,3,AirlineB,8359,PHX,SEA,309,22,465
2023,11,14,AirlineB,2489,LAX,MSP,531,229,397
2022,3,11,AirlineB,4119,SLC,BOS,46,-28,187
2023,6,10,AirlineD,5562,LAX,CLT,567,525,656
2023,10,9,AirlineE,9689,PHX,MSP,369,589,334
2023,10,20,AirlineB,4811,JFK,LAS,78,575,688
2023,12,11,AirlineD,6573,PHX,MSP,183,344,417
2023,5,5,AirlineB,5371,LAX,CLT,129,369,458
2021,11,12,AirlineD,7543,JFK,BOS,361,-22,532
2021,11,2,AirlineA,1525,DFW,DEN,197,-25,432
2023,11,14,AirlineB,5010,JFK,CLT,75,-25,48
2023,7,14,AirlineE,3705,JFK,BOS,72,467,183
2023,3,1,AirlineD,7916,ORD,SEA,483,83,169
2022,11,6,AirlineB,3664,ORD,SFO,155,149,614
2021,5,1,AirlineE,4598,SLC,LAS,129,508,242
2022,10,19,AirlineE,6168,JFK,MIA,249,64,84
2023,9,9,AirlineD,5342,LAX,SEA,351,74,163
2021,6,22,AirlineA,7939,PHX,SEA,296,423,194
2021,11,17,AirlineE,7224,JFK,MSP,266,90,699
2023,11,12,AirlineD,4923,JFK,CLT,506,216,74
2021,9,1,AirlineA,2679,DFW,DEN,264,307,293
2022,2,20,AirlineC,2545,ORD,DEN,238,264,525
2023,7,26,AirlineD,1916,ORD,MIA,149,57,701
2023,11,18,AirlineE,6977,JFK,MSP,197,322,554
2023,11,23,AirlineA,4770,ATL,CLT,541,569,163
2023,3,4,AirlineB,2049,SLC,BOS,215,382,655
2023,1,11,AirlineC,6038,PHX,LAS,474,351,651
2023,5,23,AirlineA,2832,DFW,SFO,559,-30,474
2023,7,19,AirlineA,1964,DFW,LAS,126,502,667
2023,7,1,AirlineD,4257,JFK,MSP,309,400,515
2021,4,15,AirlineC,4593,SLC,MIA,54,378,370
2021,8,14,AirlineA,6977,IAH,DEN,276,571,610
2021,3,12,AirlineB,7118,JFK,BOS,169,460,453
2023,10,6,AirlineE,2796,DFW,BOS,278,440,555
2021,6,26,AirlineA,6310,DFW,SFO,216,114,301
2021,4,10,AirlineE,1409,JFK,BOS,51,435,174
2022,2,24,AirlineC,5339,ATL,MSP,584,80,380
2023,6,11,AirlineD,6313,JFK,MSP,148,480,621
2022,1,6,AirlineC,7201,PHX,CLT,32,214,263
2021,11,5,AirlineE,3340,DFW,LAS,155,197,129
2022,11,18,AirlineB,9689,IAH,SEA,17,256,65
2021,10,14,AirlineD,2139,LAX,CLT,131,71,542
2022,3,20,AirlineB,7224,JFK,BOS,59,387,520
2023,3,4,AirlineC,2163,ATL,SFO,385,361,663
2021,8,28,AirlineA,2796,ATL,SFO,333,3,265
2021,4,19,AirlineB,9317,JFK,BOS,514,336,52
2021,3,2,AirlineD,3615,JFK,DEN,560,215,703
2021,4,12,AirlineE,6977,SLC,CLT,56,588,108
2021,1,21,AirlineA,2139,PHX,MSP,71,355,194
2021,6,13,AirlineC,1514,SLC,DEN,496,347,407
2023,5,1,AirlineD,2133,ORD,SEA,-30,262,397
2023,4,5,AirlineB,8359,IAH,CLT,446,517,122
2022,6,13,AirlineC,2876,DFW,SEA,424,-17,166
2023,5,25,AirlineC,5741,LAX,DEN,432,480,483
2022,12,14,AirlineC,4811,PHX,SFO,452,398,113
2021,1,26,AirlineE,9785,LAX,LAS,458,530,101
2022,11,3,AirlineE,9279,ORD,SFO,221,40,161
2022,8,21,AirlineE,1117,SLC,MIA,365,459,692
2022,4,11,AirlineB,2584,ORD,SEA,467,96,597
2022,10,5,AirlineA,6881,IAH,BOS,494,346,469
2021,8,3,AirlineA,1916,ORD,BOS,167,-8,86
2021,12,8,AirlineD,3340,ATL,SFO,219,44,257
2021,5,14,AirlineC,3705,IAH,MSP,597,183,174
2022,9,23,AirlineC,6574,SLC,SEA,478,392,395
2023,2,11,AirlineB,9689,ORD,MIA,66,70,326
2023,1,27,AirlineD,9830,ORD,MSP,372,269,233
2022,8,28,AirlineB,6930,LAX,SFO,469,157,331
2022,6,8,AirlineB,9317,PHX,MSP,291,365,673
2022,7,9,AirlineE,2876,DFW,MSP,133,138,330
2023,5,23,AirlineC,6514,JFK,BOS,386,111,367
2021,7,19,AirlineB,2290,IAH,LAS,362,516,386
2021,3,27,AirlineA,7252,ORD,CLT,397,474,228
2023,4,24,AirlineC,1514,JFK,CLT,568,190,308
2023,5,28,AirlineB,9928,ORD,DEN,278,417,717
2022,1,6,AirlineB,5741,DFW,CLT,442,533,51
2022,6,16,AirlineE,8123,ORD,LAS,89,502,343
2023,11,2,AirlineD,2679,ATL,SEA,595,512,182
2021,5,15,AirlineE,1117,ORD,SEA,167,425,705
2023,3,23,AirlineA,2290,DFW,LAS,35,374,544
2022,12,15,AirlineA,2796,ATL,MSP,194,113,577
2022,4,1,AirlineA,4257,ORD,SFO,-3,20,575
2022,9,9,AirlineB,2489,DFW,SEA,179,187,478
2022,11,19,AirlineD,3286,ORD,MSP,480,57,256
2022,1,28,AirlineC,8177,DFW,BOS,415,583,181
